ID	Hierarchy
4638	Component Class > Power Supplies & UPS > 1606/1607 Power Supplies
4637	Component Class > Power Supplies & UPS > 1608 DySC Voltage Sag Protectors
4639	Component Class > Power Supplies & UPS > 1609 Uninterruptible Power Supplies
1420	Component Class > Push Buttons & Signaling
4625	Component Class > Push Buttons & Signaling > 800A/800B/800C Push Buttons & Stations
4626	Component Class > Push Buttons & Signaling > 800E/800F/800FC/800M Pendant Stations & Pushbuttons
4629	Component Class > Push Buttons & Signaling > 800G/800H/800R Hazardous Location Pushbuttons
4627	Component Class > Push Buttons & Signaling > 800H/800T Push Buttons
4633	Component Class > Push Buttons & Signaling > 800K/800L/800P/800S/800Z Pushbuttons & Pilot Lights
5600	Component Class > Push Buttons & Signaling > 852/854/855/856 Bar, Beacon, Horn, Light, Sound Modules
1421	Component Class > Relays & Timers
405	Component Class > Relays & Timers > 700-CF, 700-EF, 700-F, 700-K, 700-M Relays
5602	Component Class > Relays & Timers > 700-F, 700-H, 700-PS, 700-RTC Timing Relays
404	Component Class > Relays & Timers > 700-H General Purpose Relays
407	Component Class > Relays & Timers > 700-S Solid State Relays
4644	Component Class > Relays & Timers > 700DC-N, 700DC-P, 700-N, 700-P, 700-PK Relays
5829	Component Class > Safety Products
4548	Component Class > Safety Products > 100S-C/100S-D/100S-E, 300S Safety Contactors
2390	Component Class > Safety Products > 104S-C/104S-D/104S-E Safety Contactors
4656	Component Class > Safety Products > 440C-CR30 Safety Relay
4651	Component Class > Safety Products > 440E-H/440H-H/440K-H Hazardous Location Safety Switches
4652	Component Class > Safety Products > 440E-H/440H-H/440K-H Hazardous Location Safety Switches > 440H Pneumatic Rotacam
4653	Component Class > Safety Products > 440E-H/440H-H/440K-H Hazardous Location Safety Switches > Guardmaster Explosion-Proof Switches
2329	Component Class > Safety Products > 440E/440J Cable Pull & Enabling Switches
6438	Component Class > Safety Products > 440F MatGuard, SafeEdge, Safety Mat Manager Controllers, Mats
2331	Component Class > Safety Products > 440G Guard Locking Switches
4615	Component Class > Safety Products > 440H Hinge Interlock Switches
433	Component Class > Safety Products > 440K Tongue Interlock Switches
6440	Component Class > Safety Products > 440L/442L/445L/450L Light Curtains
2363	Component Class > Safety Products > 440N Non-Contact Interlock Switches
4662	Component Class > Safety Products > 440R Back EMF, Speed, Stop Motion Monitors
2409	Component Class > Safety Products > 440R GSR/MSR Guardmaster Safety Relays
2373	Component Class > Safety Products > 440T Trapped Key Interlock Switches
4775	Component Class > Safety Products > 442G-MAB Multifunctional Access Box
6439	Component Class > Safety Products > 442L SafeZone Laser Scanner
2418	Component Class > Safety Products > 442L SC300
6442	Component Class > Safety Products > 445L SafeC 200, 400 CEDES Safety Controllers & Accessories
2362	Component Class > Safety Products > 445L-AMUTBOX1
2410	Component Class > Safety Products > 700S-CF, 700S-DCP, 700S-EF, 700-HPS, 700S-P Safety Relays
5830	Component Class > Safety Products > RASWin
5661	Component Class > Sensors & Switches
6325	Component Class > Sensors & Switches > 42/44/45/46/48/Swift-E Photoelectric Sensors & Switches
2359	Component Class > Sensors & Switches > 440P Safety Limit Switches
2499	Component Class > Sensors & Switches > 440P/801/802B/802G/802K/802M/802R/802T/802X Limit Switches
131	Component Class > Sensors & Switches > 440S/443S Sigma Interlock & Limit Switches
5524	Component Class > Sensors & Switches > 48CR Code Reader
6441	Component Class > Sensors & Switches > 54RF/55RF/56RF/57RF/58UHF/59RF RFID Tags
6324	Component Class > Sensors & Switches > 802PR/870/871/872/873/875 Proximity Sensors & Switches
6376	Component Class > Sensors & Switches > 803/806/808 Switches
1423	Component Class > Sensors & Switches > 836/836T Pressure Switches
6326	Component Class > Sensors & Switches > 836E/836P Pressure Sensors & Switches
6427	Component Class > Sensors & Switches > 837 Temperature Switches
6327	Component Class > Sensors & Switches > 837E/837T/837RTD/900-TC Temperature Sensors & Switches
2551	Component Class > Sensors & Switches > 840 Float/840E/13DJ3 Level Sensors
4378	Component Class > Signal Interface
4609	Component Class > Signal Interface > 897H/937C/937T/937Z Barriers
1616	Component Class > Signal Interface > 931H/931N/931S/931U Signal Conditioners
1425	Component Class > Terminal Blocks & Wiring Systems
4772	Component Class > Terminal Blocks & Wiring Systems > 1492 ClearMultiPrint/1492 ClearMark Printers
2447	Component Class > Terminal Blocks & Wiring Systems > 1492 ClearPlot/1492-PLTKIT Plotters
6331	Component Class > Terminal Blocks & Wiring Systems > 1492 IO Conversion Systems
2472	Component Class > Terminal Blocks & Wiring Systems > 1492-ACAB/1492-ACABLE/1492-CAB/1492-CABLE Cables
2470	Component Class > Terminal Blocks & Wiring Systems > 1492-AIFM/1492-IFM/1492-XIM Modules
4514	Component Class > Terminal Blocks & Wiring Systems > 1492-C/1492-F/1492-UF3 Terminal Blocks
4511	Component Class > Terminal Blocks & Wiring Systems > 1492-H/1492-HJ/1492-HM Terminal Blocks
4512	Component Class > Terminal Blocks & Wiring Systems > 1492-J/1492-W/1492-WFB Terminal Blocks
4513	Component Class > Terminal Blocks & Wiring Systems > 1492-K/1492-L/1492-P/1492-R Terminal Blocks
4516	Component Class > Terminal Blocks & Wiring Systems > 1492-PD, 1492-PDE, 1492-PDL, 1492-PDM Power Blocks
5110	Component Class > Terminal Blocks & Wiring Systems > 1492-REC Receptacle
5429	Customer Care > Afterhours
5430	Customer Care > Afterhours > Afterhours
5616	Customer Care > Afterhours > x ISA - Integrated Svs Agreement
5238	Customer Care > Claims
5491	Customer Care > Claims > 90 Days
5486	Customer Care > Claims > Audit
5692	Customer Care > Claims > Claim Status
5488	Customer Care > Claims > Credit Calculation
5691	Customer Care > Claims > Credit Memo
5489	Customer Care > Claims > EDI
5490	Customer Care > Claims > Inventory
5453	Customer Care > Claims > Other
5492	Customer Care > Claims > Pending
5239	Customer Care > Claims > Rebates
5487	Customer Care > Claims > Regional Claims Processing
5493	Customer Care > Claims > SFSAD
5494	Customer Care > Claims > TOE Audit
5240	Customer Care > Claims > x SFSAC
5495	Customer Care > Claims > Zero Dollar
5241	Customer Care > Credits
5243	Customer Care > Credits > Concession
6108	Customer Care > Credits > Disputes
5244	Customer Care > Credits > Invoicing
5245	Customer Care > Credits > Other (Credits)
5246	Customer Care > Credits > PLS Approval
5247	Customer Care > Credits > PLS Placement
5242	Customer Care > Credits > x Complaint
6038	Customer Care > Customer First
6039	Customer Care > Customer First > Complaint
6227	Customer Care > Customer First > Partner Operations Issue
6474	Customer Care > Customer First > RA-CIRT
6239	Customer Care > Customer First > Voice of Customer
6040	Customer Care > Customer First > Web Feedback
6282	Customer Care > Customer Inquiry
6286	Customer Care > Customer Inquiry > EMEA
6284	Customer Care > Customer Inquiry > NA Vendor Onboarding - Certificates & licenses
6285	Customer Care > Customer Inquiry > NA Vendor Onboarding - Other
6283	Customer Care > Customer Inquiry > NA Vendor Onboarding - Supplier Questionnaire
6287	Customer Care > Customer Inquiry > Other Regions
6435	Customer Care > Customer Inquiry > Triage
5248	Customer Care > Customer Training
6144	Customer Care > Customer Training > Booking Confirmation
6146	Customer Care > Customer Training > Certification
5250	Customer Care > Customer Training > Follow Up Inquiry
6436	Customer Care > Customer Training > Invoicing
5510	Customer Care > Customer Training > LMS
5251	Customer Care > Customer Training > Other
5252	Customer Care > Customer Training > Price & Availability
5253	Customer Care > Customer Training > Quote
5254	Customer Care > Customer Training > Service Order
6291	Customer Care > Customer Training > Supportive Documentation
5441	Customer Care > Customer Training > Trainer Availability
6145	Customer Care > Customer Training > Training Order
5249	Customer Care > Customer Training > x Complaint
5255	Customer Care > ETO APAC
5257	Customer Care > ETO APAC > Complaint
6053	Customer Care > ETO APAC > Cubic
5258	Customer Care > ETO APAC > Delivery Status & Issues
5259	Customer Care > ETO APAC > Documentation Request
5264	Customer Care > ETO APAC > Entry Request / Quote
5484	Customer Care > ETO APAC > ETO AMAT
5520	Customer Care > ETO APAC > ETO GRC
5522	Customer Care > ETO APAC > ETO Japan
5521	Customer Care > ETO APAC > ETO Korea
5482	Customer Care > ETO APAC > ETO SEA
5480	Customer Care > ETO APAC > ETO SP
5260	Customer Care > ETO APAC > Expedite
5261	Customer Care > ETO APAC > Freight Quotation
5262	Customer Care > ETO APAC > Invoicing / Credit
5263	Customer Care > ETO APAC > Item Extension
6197	Customer Care > ETO APAC > MV - LVMCC
5266	Customer Care > ETO APAC > Order
5267	Customer Care > ETO APAC > Other
6196	Customer Care > ETO APAC > Other BU
5265	Customer Care > ETO APAC > Post Sales
5256	Customer Care > ETO APAC > x Cancellations
5699	Customer Care > ETO Brazil
6134	Customer Care > ETO Brazil > Cubic
5706	Customer Care > ETO Brazil > Entry Request / Quote
5700	Customer Care > ETO Brazil > Expedites
5701	Customer Care > ETO Brazil > Invoicing / Credit
5703	Customer Care > ETO Brazil > Order
5704	Customer Care > ETO Brazil > Other
5705	Customer Care > ETO Brazil > Post Sales
5702	Customer Care > ETO Brazil > x Logistics
5696	Customer Care > ETO EMEA
6135	Customer Care > ETO EMEA > Cubic
5713	Customer Care > ETO EMEA > Entry Request / Quote
5707	Customer Care > ETO EMEA > Expedites
5708	Customer Care > ETO EMEA > Invoicing / Credit
5710	Customer Care > ETO EMEA > Order
5711	Customer Care > ETO EMEA > Other
5712	Customer Care > ETO EMEA > Post Sales
5709	Customer Care > ETO EMEA > x Logistics
5697	Customer Care > ETO LA
6136	Customer Care > ETO LA > Cubic
5720	Customer Care > ETO LA > Entry Request / Quote
5714	Customer Care > ETO LA > Expedites
5715	Customer Care > ETO LA > Invoicing / Credit
5717	Customer Care > ETO LA > Order
5718	Customer Care > ETO LA > Other
5719	Customer Care > ETO LA > Post Sales
5716	Customer Care > ETO LA > x Logistics
5698	Customer Care > ETO Mexico
5727	Customer Care > ETO Mexico > Entry Request / Quote
5721	Customer Care > ETO Mexico > Expedites
5722	Customer Care > ETO Mexico > Invoicing / Credit
5724	Customer Care > ETO Mexico > Order
5725	Customer Care > ETO Mexico > Other
5726	Customer Care > ETO Mexico > Post Sales
5723	Customer Care > ETO Mexico > x Logistics
5695	Customer Care > ETO NA
5737	Customer Care > ETO NA > Entry Request / Quote
5728	Customer Care > ETO NA > Expedites
5730	Customer Care > ETO NA > Invoicing / Credit
5731	Customer Care > ETO NA > Logistics
5732	Customer Care > ETO NA > Market Release
5733	Customer Care > ETO NA > Order LV
5734	Customer Care > ETO NA > Order MV
5735	Customer Care > ETO NA > Other
5738	Customer Care > ETO NA > Other BU
5736	Customer Care > ETO NA > Post Sales
5777	Customer Care > ETO NA > Priority Parts
5729	Customer Care > ETO NA > x Field Mods
5268	Customer Care > Field Service
5270	Customer Care > Field Service > Dispatch FSP
6051	Customer Care > Field Service > Distributor Redirect
5434	Customer Care > Field Service > DTR
5271	Customer Care > Field Service > Emergency Request
5272	Customer Care > Field Service > Engineer Availability
6017	Customer Care > Field Service > Escalation
5821	Customer Care > Field Service > Field Service Request
5440	Customer Care > Field Service > General Inquiry
6437	Customer Care > Field Service > Invoicing
5617	Customer Care > Field Service > ISA
5448	Customer Care > Field Service > New Ticket - Canada
5447	Customer Care > Field Service > New Ticket - US
5273	Customer Care > Field Service > Other (FS)
5436	Customer Care > Field Service > Schedule Update
5274	Customer Care > Field Service > Scheduled Service
5275	Customer Care > Field Service > Service Confirmation
5276	Customer Care > Field Service > Service Order
5435	Customer Care > Field Service > Service Report
6018	Customer Care > Field Service > Service Status
5277	Customer Care > Field Service > Support Rates
6147	Customer Care > Field Service > Supportive Documentation
5269	Customer Care > Field Service > x Complaint
5278	Customer Care > General Enquiry
5279	Customer Care > General Enquiry > Other (General)
5283	Customer Care > Order Support
6323	Customer Care > Order Support > AON - Advanced Order Notification
6308	Customer Care > Order Support > BABA Compliance
5284	Customer Care > Order Support > Billing Block
5286	Customer Care > Order Support > BPID Request
6444	Customer Care > Order Support > Breakdown
5287	Customer Care > Order Support > Cancellations
5288	Customer Care > Order Support > Certification
5289	Customer Care > Order Support > Commercial Programs
5290	Customer Care > Order Support > Complaint
5291	Customer Care > Order Support > Concessions and POV
5292	Customer Care > Order Support > Delivery Related Enquiry
6050	Customer Care > Order Support > Distributor Redirect
6150	Customer Care > Order Support > DMI Sharing
5294	Customer Care > Order Support > Documentation Request
5295	Customer Care > Order Support > Expedite
5515	Customer Care > Order Support > Expedite Escalation
5296	Customer Care > Order Support > Freight Quotation
5438	Customer Care > Order Support > General Inquiry
5516	Customer Care > Order Support > HRB
5297	Customer Care > Order Support > Invoicing
5298	Customer Care > Order Support > Item Extension
6149	Customer Care > Order Support > Lead Time Evaluation
5299	Customer Care > Order Support > Login Support
5300	Customer Care > Order Support > One Stop Sample Shop
5301	Customer Care > Order Support > Order Entry
5302	Customer Care > Order Support > Order Modifications
5303	Customer Care > Order Support > Order Query Esker
5304	Customer Care > Order Support > Order Status
5305	Customer Care > Order Support > Other (OS)
5514	Customer Care > Order Support > PDN Update
5388	Customer Care > Order Support > Portals
5470	Customer Care > Order Support > Post Sales
5306	Customer Care > Order Support > Price & Availability
5451	Customer Care > Order Support > Product Blocks
6046	Customer Care > Order Support > Product Recovery
6021	Customer Care > Order Support > Product Substitution
6022	Customer Care > Order Support > Product Substitution > L7x, EN4TR, DNB
6218	Customer Care > Order Support > Push Out
6060	Customer Care > Order Support > Recovery Data Request
5413	Customer Care > Order Support > Request
5513	Customer Care > Order Support > ROHS
5784	Customer Care > Order Support > Stage 2 SW Order
5307	Customer Care > Order Support > Step Forward
5512	Customer Care > Order Support > STO Modification
5471	Customer Care > Order Support > Urgency Request
5412	Customer Care > Order Support > x Availability
6220	Customer Care > Other Dept
6221	Customer Care > Other Dept > Action Taken
6222	Customer Care > Other Dept > No Action
5308	Customer Care > Plant Services
5309	Customer Care > Plant Services > Billable Service
5478	Customer Care > Plant Services > Commercial Programs
5310	Customer Care > Plant Services > Complaint
5801	Customer Care > Plant Services > Conformal Coating
5311	Customer Care > Plant Services > Contract Support
6036	Customer Care > Plant Services > Credit Form Processing
5397	Customer Care > Plant Services > Credit Questions
5398	Customer Care > Plant Services > Disputes
6052	Customer Care > Plant Services > Distributor Redirect
5312	Customer Care > Plant Services > Exchange Services
5432	Customer Care > Plant Services > Expedites
5439	Customer Care > Plant Services > General Inquiry
5400	Customer Care > Plant Services > Internal Order
5618	Customer Care > Plant Services > ISA
5401	Customer Care > Plant Services > OEM Warranty
5454	Customer Care > Plant Services > Order Entry
5402	Customer Care > Plant Services > Order Hold Status
5313	Customer Care > Plant Services > Order Status
5314	Customer Care > Plant Services > Other (PS)
5315	Customer Care > Plant Services > Plant/Depot Inquiry
5399	Customer Care > Plant Services > PLS Exchange Service
5316	Customer Care > Plant Services > Price & Availability
5403	Customer Care > Plant Services > RCFA
5433	Customer Care > Plant Services > Reman
5317	Customer Care > Plant Services > Repair Services
5318	Customer Care > Plant Services > Warranty
5396	Customer Care > Plant Services > x AIS
5319	Customer Care > Returns
5320	Customer Care > Returns > Complaint
5553	Customer Care > Returns > Concession
5473	Customer Care > Returns > Credit
5474	Customer Care > Returns > Disputes
5552	Customer Care > Returns > Freight Credit
5477	Customer Care > Returns > Intercompany
5322	Customer Care > Returns > Invoicing
5475	Customer Care > Returns > No Charge Order
5476	Customer Care > Returns > OEM Warranty
5321	Customer Care > Returns > Order
5323	Customer Care > Returns > Other (Returns)
5324	Customer Care > Returns > PLS Approval
5325	Customer Care > Returns > PLS Placement
5326	Customer Care > Returns > Returns - DMI Scheduled
6240	Customer Care > Returns > Returns - Other Type
5327	Customer Care > Returns > Returns - Quality
5472	Customer Care > Returns > Shipping Error
5511	Customer Care > Returns > Shopping Cart
5523	Customer Care > Returns > x Call Backs
6431	Customer Care > Software Portal Invoice
5461	Customer Care > Software Portal Invoice > Credit
5464	Customer Care > Software Portal Invoice > Invoice
6432	Customer Care > Software Portal Invoice > Other (SP Invoice)
6430	Customer Care > Software Portal License
5457	Customer Care > Software Portal License > Documentation
5808	Customer Care > Software Portal License > Registration Transfers
5455	Customer Care > Software Portal Order Processing
6152	Customer Care > Software Portal Order Processing > Brazil
5458	Customer Care > Software Portal Order Processing > Cancellation Request
5459	Customer Care > Software Portal Order Processing > Complaint
5460	Customer Care > Software Portal Order Processing > Contract Support
6151	Customer Care > Software Portal Order Processing > Credit Processing
5807	Customer Care > Software Portal Order Processing > Future Start Date Change
5463	Customer Care > Software Portal Order Processing > Hybris Quotes
5465	Customer Care > Software Portal Order Processing > Multi-Site
5462	Customer Care > Software Portal Order Processing > Order Processing
5467	Customer Care > Software Portal Order Processing > Other
5466	Customer Care > Software Portal Order Processing > Other (SP Order)
5468	Customer Care > Software Portal Order Processing > Software Maintenance
5469	Customer Care > Software Portal Order Processing > Temporary Activation
6223	Customer Care > Software Portal Order Processing > Triage
5456	Customer Care > Software Portal Order Processing > x Account Support
5328	Customer Care > Subscription Service
5329	Customer Care > Subscription Service > Account Support
5330	Customer Care > Subscription Service > Cancellation Request
5331	Customer Care > Subscription Service > Complaint
5392	Customer Care > Subscription Service > Contract Request
5332	Customer Care > Subscription Service > Contract Support
5393	Customer Care > Subscription Service > Credit
5437	Customer Care > Subscription Service > General Inquiry
5372	Customer Care > Subscription Service > Hybris Orders
5371	Customer Care > Subscription Service > Hybris Quotes
5394	Customer Care > Subscription Service > Invoice
5333	Customer Care > Subscription Service > Invoicing
5395	Customer Care > Subscription Service > Local Language
5334	Customer Care > Subscription Service > Login Issues
5391	Customer Care > Subscription Service > Multi-Site
5335	Customer Care > Subscription Service > New Quote
5336	Customer Care > Subscription Service > Order Entry
5338	Customer Care > Subscription Service > Order Status
5337	Customer Care > Subscription Service > Other (SS)
5339	Customer Care > Subscription Service > Renewal Quote
5340	Customer Care > Subscription Service > Software Maintenance
5341	Customer Care > Subscription Service > Software Registration
5342	Customer Care > Subscription Service > Software Transfer
5343	Customer Care > Subscription Service > Test Certificates
5344	Customer Care > Subscription Service > Toolkits
5390	Customer Care > Subscription Service > x BDOC
5992	Cybersecurity
6007	Cybersecurity > Endpoint Protection and Response
6005	Cybersecurity > Endpoint Protection Services
6006	Cybersecurity > Endpoint Protection Services > CrowdStrike Software
5997	Cybersecurity > Incident Response
5998	Cybersecurity > Incident Response > Dragos
5984	Cybersecurity > Secure Remote Access (SRA)
6003	Cybersecurity > Secure Remote Access (SRA) > Claroty Platform SRA
5996	Cybersecurity > Secure Remote Access Managed Services
5965	Cybersecurity > Secure Remote Access Managed Services > Claroty Platform SRA Managed Services
6473	Cybersecurity > Secure Remote Access Managed Services > Cyolo Platform - SRA Managed Services
5994	Cybersecurity > Security Monitoring and Response
6447	Cybersecurity > Security Monitoring and Response > Cisco FW Security Monitoring and Response
5657	Cybersecurity > Security Monitoring and Response > Claroty CTD Security Monitoring and Response
6445	Cybersecurity > Security Monitoring and Response > Claroty xDome Security Monitoring and Response
6446	Cybersecurity > Security Monitoring and Response > Fortinet FW Security Monitoring and Response
6448	Cybersecurity > Security Monitoring and Response > Verve Platform Security Monitoring and Response
5993	Cybersecurity > Threat Detection Hardware
5983	Cybersecurity > Threat Detection Hardware > Enterprise Management Console
6001	Cybersecurity > Threat Detection Hardware > Site Sensor
5044	Cybersecurity > Threat Detection Services
5995	Cybersecurity > Threat Detection Services > Claroty Platform
5999	Cybersecurity > Threat Detection Services > Cyber Vision Platform
6002	Cybersecurity > Threat Detection Services > Dragos Platform
6449	Cybersecurity > Threat Detection Services > Verve Platform
5543	Drives
6490	Drives > CC Drives Transfer
6491	Drives > CC Drives Transfer > CC Drives Transfer
127	Drives > Low Voltage Drives
6311	Drives > Low Voltage Drives > 280/281/283/284 ArmorStart Controllers Drives
6314	Drives > Low Voltage Drives > 280/284/285/888/889/898 ArmorConnect Media
6313	Drives > Low Voltage Drives > 281E/281ES/281GS/284E/284ES/284GS ArmorStart ST Controllers Drives
6312	Drives > Low Voltage Drives > 290/291/294 ArmorStart LT Controllers Drives
6153	Drives > Low Voltage Drives > Armor PowerFlex
6154	Drives > Low Voltage Drives > Armor PowerFlex > Armor PowerFlex 35E
6155	Drives > Low Voltage Drives > Armor PowerFlex > Armor PowerFlex 35S
2825	Drives > Low Voltage Drives > Drives Software
2818	Drives > Low Voltage Drives > Drives Software > 9303 DriveTools SP
2826	Drives > Low Voltage Drives > Industrial Motors
2827	Drives > Low Voltage Drives > Industrial Motors > General Purpose
2893	Drives > Low Voltage Drives > Industrial Motors > General Purpose > CM103 Totally Enclosed
2894	Drives > Low Voltage Drives > Industrial Motors > General Purpose > CM107 Open Enclosure
2895	Drives > Low Voltage Drives > Industrial Motors > General Purpose > CM220 Economical Totally Enclosed
2828	Drives > Low Voltage Drives > Industrial Motors > Harsh Environment
2916	Drives > Low Voltage Drives > Industrial Motors > Harsh Environment > C118 Stainless-Steel
2896	Drives > Low Voltage Drives > Industrial Motors > Harsh Environment > CM111 Severe-Duty
2897	Drives > Low Voltage Drives > Industrial Motors > Harsh Environment > CM112 IEEE 841
2898	Drives > Low Voltage Drives > Industrial Motors > Harsh Environment > CM115 Washdown-Duty
2899	Drives > Low Voltage Drives > Industrial Motors > Harsh Environment > CM211 NEMA Severe-Duty Inverter
2900	Drives > Low Voltage Drives > Industrial Motors > Harsh Environment > CM212 NEMA Severe-Duty IEEE 841
2901	Drives > Low Voltage Drives > Industrial Motors > Harsh Environment > CM224 Explosion-Proof Inverter
2829	Drives > Low Voltage Drives > Industrial Motors > Vector Control
2902	Drives > Low Voltage Drives > Industrial Motors > Vector Control > CM201 Enclosed Small
2903	Drives > Low Voltage Drives > Industrial Motors > Vector Control > CM202 Enclosed NEMA Frame
2904	Drives > Low Voltage Drives > Industrial Motors > Vector Control > CM203 Laminated Steel Frame
2905	Drives > Low Voltage Drives > Industrial Motors > Vector Control > CM221 NEMA Frame Enclosed Inverter-Duty
2906	Drives > Low Voltage Drives > Industrial Motors > Vector Control > CM222 NEMA Frame Inverter-Duty
2907	Drives > Low Voltage Drives > Industrial Motors > Vector Control > CM227 NEMA Frame Inverter with Brake
4517	Drives > Low Voltage Drives > Legacy
2734	Drives > Low Voltage Drives > Legacy > Allen-Bradley Drives
129	Drives > Low Voltage Drives > Legacy > DC Drives
2736	Drives > Low Voltage Drives > Legacy > Reliance Drives
2748	Drives > Low Voltage Drives > Legacy > Reliance Drives > Reliance Electric System Drives
2741	Drives > Low Voltage Drives > PowerFlex Architecture-class 7-series
2857	Drives > Low Voltage Drives > PowerFlex Architecture-class 7-series > Common Bus Power Supplies
4750	Drives > Low Voltage Drives > PowerFlex Architecture-class 7-series > Common Bus Power Supplies > 8720MC Regenerative Power Supply
2879	Drives > Low Voltage Drives > PowerFlex Architecture-class 7-series > Common Bus Power Supplies > PowerFlex 20S SCR Bridge
2881	Drives > Low Voltage Drives > PowerFlex Architecture-class 7-series > Common Bus Power Supplies > PowerFlex 700AFE Regenerative
2743	Drives > Low Voltage Drives > PowerFlex Architecture-class 7-series > PowerFlex 70
2744	Drives > Low Voltage Drives > PowerFlex Architecture-class 7-series > PowerFlex 700
2745	Drives > Low Voltage Drives > PowerFlex Architecture-class 7-series > PowerFlex 700H
2747	Drives > Low Voltage Drives > PowerFlex Architecture-class 7-series > PowerFlex 700L
2746	Drives > Low Voltage Drives > PowerFlex Architecture-class 7-series > PowerFlex 700S
2730	Drives > Low Voltage Drives > PowerFlex Architecture-class 7-series > PowerFlex 753
2731	Drives > Low Voltage Drives > PowerFlex Architecture-class 7-series > PowerFlex 755
4776	Drives > Low Voltage Drives > PowerFlex Architecture-class 7-series > PowerFlex 755T
2737	Drives > Low Voltage Drives > PowerFlex Compact-class 4- & 5- Series
2738	Drives > Low Voltage Drives > PowerFlex Compact-class 4- & 5- Series > PowerFlex 4 Series
2739	Drives > Low Voltage Drives > PowerFlex Compact-class 4- & 5- Series > PowerFlex 40 Series
2740	Drives > Low Voltage Drives > PowerFlex Compact-class 4- & 5- Series > PowerFlex 400 Series
2842	Drives > Low Voltage Drives > PowerFlex Compact-class 4- & 5- Series > PowerFlex 40P Series
2841	Drives > Low Voltage Drives > PowerFlex Compact-class 4- & 5- Series > PowerFlex 4M Series
2815	Drives > Low Voltage Drives > PowerFlex Compact-class 4- & 5- Series > PowerFlex 523
2733	Drives > Low Voltage Drives > PowerFlex Compact-class 4- & 5- Series > PowerFlex 525
4386	Drives > Low Voltage Drives > PowerFlex Compact-class 4- & 5- Series > PowerFlex 527
2837	Drives > Low Voltage Drives > PowerFlex DC
5603	Drives > Low Voltage Drives > Unsupported
2880	Drives > Low Voltage Drives > Unsupported > PowerFlex 20T Diode Bridge
256	Drives > Medium Voltage Drives
5666	Drives > Medium Voltage Drives > 1557 Drive
1771	Drives > Medium Voltage Drives > Medium Voltage Motor Protectors
1772	Drives > Medium Voltage Drives > Medium Voltage Motor Protectors > 857 Protection Relay
1773	Drives > Medium Voltage Drives > Medium Voltage Motor Protectors > 865 Differential Protection Relay
1438	Drives > Medium Voltage Drives > Motor Control
238	Drives > Medium Voltage Drives > Motor Control > Contactors
237	Drives > Medium Voltage Drives > Motor Control > Control and Load Switches
4557	Drives > Medium Voltage Drives > Motor Control > Control and Load Switches > 1592 Medium Voltage Load Break Switches
434	Drives > Medium Voltage Drives > Motor Control > ElectroGuard Safety Isolation Systems
1774	Drives > Medium Voltage Drives > Motor Control > Medium Voltage Motor Control
4586	Drives > Medium Voltage Drives > Motor Control > Medium Voltage Motor Control > Medium Voltage Motor Controllers
4587	Drives > Medium Voltage Drives > Motor Control > Medium Voltage Motor Control > Medium Voltage Motor Controllers > ArcShield Arc-Resistance Control
4588	Drives > Medium Voltage Drives > Motor Control > Medium Voltage Motor Control > Medium Voltage Motor Controllers > Full Voltage Control
4589	Drives > Medium Voltage Drives > Motor Control > Medium Voltage Motor Control > Medium Voltage Motor Controllers > Incoming Line Units
4590	Drives > Medium Voltage Drives > Motor Control > Medium Voltage Motor Control > Medium Voltage Motor Controllers > Reduced Voltage Control
4591	Drives > Medium Voltage Drives > Motor Control > Medium Voltage Motor Control > Medium Voltage Motor Controllers > Synchronous Control
4592	Drives > Medium Voltage Drives > Motor Control > Medium Voltage Motor Control > Medium Voltage Motor Controllers > Two-Speed Control
1781	Drives > Medium Voltage Drives > Motor Control > Medium Voltage Motor Control > Soft Starters
2822	Drives > Medium Voltage Drives > Motor Control > Medium Voltage Motor Control > Soft Starters > 7700 IEC OneGear Soft Starters
1776	Drives > Medium Voltage Drives > Motor Control > Medium Voltage Motor Control > Soft Starters > 7703E 10-15 KV SMC Flex OEM Kits
1777	Drives > Medium Voltage Drives > Motor Control > Medium Voltage Motor Control > Soft Starters > 7760 10-15 KV SMC Flex Retrofit Control
1778	Drives > Medium Voltage Drives > Motor Control > Medium Voltage Motor Control > Soft Starters > 7761 10-15 KV SMC Flex OEM Control
1779	Drives > Medium Voltage Drives > Motor Control > Medium Voltage Motor Control > Soft Starters > 7762 10-15 KV SMC Flex Control (VC)
1780	Drives > Medium Voltage Drives > Motor Control > Medium Voltage Motor Control > Soft Starters > 7763 10-15 KV SMC Flex Control (VB)
1775	Drives > Medium Voltage Drives > Motor Control > Medium Voltage Motor Control > Soft Starters > IEC OneGear
4593	Drives > Medium Voltage Drives > Motor Control > Medium Voltage Motor Control > Soft Starters > NEMA Centerline 1500
460	Drives > Medium Voltage Drives > Motor Control > Soft Starters, Open and Enclosed
2932	Drives > Medium Voltage Drives > PowerFlex 6000
2836	Drives > Medium Voltage Drives > PowerFlex 7000
5636	Entitlement View
5637	Entitlement View > Annual Repair Agreement (ARA)
5638	Entitlement View > Application
5639	Entitlement View > Arena
5640	Entitlement View > Customer Block of Time (CBOT)
5647	Entitlement View > Emergency Onsite Support
5641	Entitlement View > Emulate3D
5642	Entitlement View > Legacy
5643	Entitlement View > Power Energy
6257	Entitlement View > Repair+ 3rd Party
6256	Entitlement View > Repair+ Inclusive
6255	Entitlement View > Repair+ Spend
6163	FactoryTalk Analytics
